state,city,popular_destination,latitude,longitude,interest,google_rating,price_fare
Karnataka,Mangalore,City Center mall,12.8713,74.8428,Shopping & Markets,4.4,0
Karnataka,Mangalore,Kukke Shree Subrahmanya Temple,12.6636275,75.6158479,Religious & Spiritual Pilgrimages,4.6,0
Karnataka,Mangalore,Dharmasthala Temple,12.9503818,75.3804923,Religious & Spiritual Pilgrimages,4.8,0
Karnataka,Mangalore,Pilikula Nisargadhama zoo,12.9272855,74.8991256,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.4,80
Karnataka,Mangalore,Panambur Beach,12.9530213,74.8011783,"	Natural Landscapes & Wildlife, Sightseeing & Exploration",4.5,0
Karanataka,Bijapur,Fort Bijapur,16.8299689,75.7363025,Cultural & Heritage Sites,4.3,70
Karnataka,Bijapur,Jamiya Masjid,16.8222732,75.7287785,"Cultural & Heritage Sites, Religious & Spiritual Pilgrimages",4.2,0
Karnataka,Bijapur,Shivgiri Temple,16.817515,75.7563529,Religious & Spiritual Pilgrimages,4.5,0
Karnataka,Bijapur,Bara Kaman,16.8303151,75.7182706,Cultural & Heritage Sites,4.2,0
Karnataka,Bijapur,Gol Gumbaz museum,16.8288232,75.735884,"Cultural & Heritage Sites, Arts, Science & Literature Attractions",4.5,0
Karnataka,Bijapur,Gol Gumbaz,16.8302623,75.7361152,Cultural & Heritage Sites,4.5,0
Maharashtra,Pune,Phoenix Marketcity Pune,18.562254,73.9166943,Shopping & Markets,4.5,0
Maharashtra,Pune,Chatushrungi Devi Temple,18.5393061,73.8290409,Religious & Spiritual Pilgrimages,4.6,0
Maharashtra,Pune,Pune-Okayama Friendship Garden,18.4913813,73.8367603,Sightseeing & Exploration,4.5,0
Maharashtra,Pune,Raja Dinkar Kelkar Museum,18.5106855,73.8544307,"Arts, Science & Literature Attractions",4.4,300
Maharashtra,Pune,Sinhagad Fort,18.366277,73.7558777,Cultural & Heritage Sites,4.6,10
Maharashtra,Pune,Rajiv Gandhi zoo,18.4524807,73.8607977,Natural Landscapes & Wildlife,4.1,40
Maharashtra,Pune, Dagadusheth Halwai Ganapati temple,18.5164297,73.8561329,Religious & Spiritual Pilgrimages,4.8,0
Maharastra,Pune,Shaniwar Wada,18.5194647,73.8553175,Cultural & Heritage Sites,4.4,50
Maharashtra,Aurangabad,Prozone Mall,11.0547682,76.9941106,Shopping & Markets,4.3,0
Maharashtra,Aurangabad,Bibi ka Maqbara ,19.9006246,75.319353,Cultural & Heritage Sites,4.2,0
Maharashtra,Aurangabad,Ellora Caves,20.0267844,75.1770869,Cultural & Heritage Sites,4.7,40
Maharashtra,Aurangabad,Daulatabad Fort,19.946133,75.221652,Cultural & Heritage Sites,4.8,10
Maharastra,Aurangabad,Ajanta Caves,20.5514444,75.7018913,Cultural & Heritage Sites,4.6,30
Maharashtra,Nashik,Trimbakeshwar Jyotirling Mandir,19.9322605,73.5307877,Religious & Spiritual Pilgrimages,4.6,0
Maharashtra,Nashik,Pandav Leni caves,19.9412114,73.748555,Cultural & Heritage Sites,4.6,0
Maharashtra,Alibaug,Water Sports in Alibaug,18.6583989,72.8773346,Adventure & Outdoor Activities,4.9,0
Maharashtra,Alibaug,Kolaba Fort,18.6342019,72.8644532,Cultural & Heritage Sites,4.2,20
Maharastra,Alibaug,Alibaug Beach,18.6391422,72.8720214,Natural Landscapes & Wildlife,4.2,0
Maharashtra,Ratnagiri,Jaigad Fort,17.300493,73.221612,Cultural & Heritage Sites,4.1,0
Maharahtra,Ratnagiri,Tilak Ali Museum,16.9952987,73.2904689,"Arts, Science & Literature Attractions",4.6,0
Maharastra,Ratnagiri,Ganapatipule Temple,17.1449566,73.2662143,Religious & Spiritual Pilgrimages,4.7,0
Maharashtra,Nagpur,Umred Karhandla Wildlife Sanctuary,20.8286613,79.5932651,Natural Landscapes & Wildlife,4.2,150
Maharashtra,Nagpur,Tadoba Andhari Tiger Project,20.2717885,79.3875706,Natural Landscapes & Wildlife,4.5,25
Maharashtra,Nagpur,Khindsi Lake water sports,21.404032,79.3634517,Adventure & Outdoor Activities,4,0
Maharashtra,Nagpur,Khindsi Lake,21.404032,79.3634517,Natural Landscapes & Wildlife,4,0
Maharashtra,Nagpur,Ambazari Lake & Garden,21.1292572,79.0489685,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4,0
Maharashtra,Nagpur,Raman Science Centre,21.1459008,79.0941262,"Arts, Science & Literature Attractions",4.5,15
Maharashtra,Nagpur,Krazy Castle Aqua Park,21.1282952,79.0462212,Adventure & Outdoor Activities,4,490
Maharastra,Nagpur,Deekshabhoomi,21.128056,79.066944,Cultural & Heritage Sites,4.5,0
Maharastra,Kolhapur,Chhatrapati Shahu Palace,16.7193627,74.231735,Cultural & Heritage Sites,4.5,25
Maharastra,Kolhapur,Dajipur Wildlife Sanctuary,16.3837902,73.8633999,Natural Landscapes & Wildlife,4.4,50
Maharastra,Kolhapur,Shri Ambabai Temple,16.416,74.135999,Religious & Spiritual Pilgrimages,4.8,0
Maharastra,Lonavla,Della Adventure Park,18.7814023,73.38906,Adventure & Outdoor Activities,4.3,2000
Maharastra,Lonavala,Karla Caves,18.7832762,73.4704426,Cultural & Heritage Sites,4.4,25
Maharastra,Lonavala,Imagicaa amusement park,18.7679396,73.2823206,Adventure & Outdoor Activities,4.4,1000
Maharastra,Lonavala,Lions Point ,18.6999,73.3859,Sightseeing & Exploration,4.4,0
Maharastra,Lonavala,Ekvira Devi Temple,18.7832445,73.4702278,Religious & Spiritual Pilgrimages,4.7,0
Maharashtra,Tarkarli,Tarkarli Beach,16.0136864,73.4898334,Natural Landscapes & Wildlife,4.6,0
Maharashtra,Satara,Kaas Plateau,17.7208314,73.8237159,Natural Landscapes & Wildlife,4.4,300
Maharashtra,Satara,Vasota Fort Jungle trekking and Camping,17.7338451,73.7590369,Adventure & Outdoor Activities,4.7,1200
Maharashtra,Satara,Lodwick Point,17.9394677,73.6347687,Sightseeing & Exploration,4.4,0
Maharashtra,Satara,Thoseghar Waterfall,17.5980965,73.8481534,Natural Landscapes & Wildlife,4.5,0
Maharashtra,Satara,Ajinkyatara Fort,17.6723432,73.9904721,Cultural & Heritage Sites,4.5,0
Maharashtra,Satara,Uttar Chidambaram Nataraj mandir,17.6852,74.0254,Religious & Spiritual Pilgrimages,4.6,0
Maharashtra,Satara,Sajjangad Fort,17.6485126,73.9157886,Cultural & Heritage Sites,4.6,10
Maharashtra,Satara,Pratapgad Fort,17.9372875,73.5783932,Cultural & Heritage Sites,4.5,0
Maharashtra,Matheran,Echo Point,17.9786,73.6373,Sightseeing & Exploration,4.4,0
Maharashtra,Matheran,Dodhani Waterfalls,18.988659,73.271179,Natural Landscapes & Wildlife,4.6,0
Maharashtra,Matheran,Dodhani Waterfalls rappelling/trek,18.988659,73.271179,Adventure & Outdoor Activities,4.6,1100
Maharashtra,Matheran,Chanderi Caves trek,19.0644,73.2452,Adventure & Outdoor Activities,4.5,500
Maharashtra,Matheran,Irshalgad Fort,18.9351142,73.23246,Cultural & Heritage Sites,4.6,100
Maharashtra,Matheran,Neral-Matheran Toy Train,19.0229668,73.3175272,Sightseeing & Exploration,4.5,100
Maharashtra,Matheran,Kalavantin Pinnacle fortress and trek,18.9827969,73.2198064,Adventure & Outdoor Activities,4.7,50
Maharashtra,Matheran,Ambarnath Shiv Temple,19.1825167,73.1926023,Religious & Spiritual Pilgrimages,4.2,0
Maharashtra,Aurangabad,Ellora Caves,20.0267844,75.1770869,Cultural & Heritage Sites,4.7,30
Madhya Pradesh,Khajuraho,Khajuraho Group of Monuments,24.8318452,79.9198549,Cultural & Heritage Sites,4.7,40
Madhya Pradesh,Khajuraho,Kamasutra temples,24.512485,79.567993,Cultural & Heritage Sites,5,40
Madhya Pradesh,Khajuraho,Raneh waterfall,24.8748466,80.0512626,Natural Landscapes & Wildlife,4.5,0
Madhya Pradesh,Khajuraho,Panna Tiger Reserve,24.5904659,79.9416518,Natural Landscapes & Wildlife,4.2,1000
Madhya Pradesh,Bhopal,Sanchi Stupa,23.4873393,77.7418238,Religious & Spiritual Pilgrimages,4.7,30
Madhya Pradesh,Bhopal,Bhimbetka rock shelters,22.9395461,77.6124331,Cultural & Heritage Sites,4.6,25
Madhya Pradesh,Bhopal,Bhojeshwar Mahadev temple,23.1002597,77.5795329,Religious & Spiritual Pilgrimages,4.7,0
Madhya Pradesh,Bhopal,Van Vihar National park,23.232214,77.3664318,Natural Landscapes & Wildlife,4.3,20
Madhya Pradesh,Bhopal,DB City Mall,23.232698,77.4298564,Shopping & Markets,4.9,0
Madhya Pradesh,Bhopal,Tribal museum,23.23468,23.145,"Arts, Science & Literature Attractions",4.7,20
Madhya Pradesh,Indore,Chappan Dukan,22.7240232,75.8842574,Shopping & Markets,4.5,0
Madhya Pradesh,Indore,Sarafa Bazar,22.7175144,75.852306,Shopping & Markets,4.5,0
Madhya Pradesh,Indore,Pipliyapala Regional Park,22.6771511,75.8564021,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.2,25
Madhya Pradesh,Indore,Khajrana Ganesh Mandir,22.731233,75.9081489,Religious & Spiritual Pilgrimages,4.8,0
Madhya Pradesh,Indore,TI Mall,22.7217,75.8786,Shopping & Markets,4.3,0
Madhya Pradesh,Indore,Phoenix Citadel,22.7462625,75.9353073,Shopping & Markets,4.5,0
Madhya Pradesh,Indore,Rajwada Palace,22.7184419,75.855067,Cultural & Heritage Sites,4.4,10
Madhya Pradesh,Gwalior,Gwalior Fort,26.2313245,78.1694957,Cultural & Heritage Sites,4.5,75
Madhya Pradesh,Gwalior,Jai Vilas Palace,26.2042028,78.1684674,Cultural & Heritage Sites,4.3,150
Madhya Pradesh,Gwalior,Teli ka Mandir,26.2203984,78.1656988,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.3,0
Madhya Pradesh,Gwalior,Sas Bahu Temple,24.7351945,73.7162806,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.5,0
Madhya Pradesh,Gwalior,Gopachal Parvat jain temple,26.214536,78.168605,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.6,0
Madhya Pradesh,Gwalior,National Chambal Ghariyal Wildlife Sanctuary,26.7659469,78.6448794,Natural Landscapes & Wildlife,4.3,1800
Madhya Pradesh,Gwalior,Pagara Dam,26.2597748,77.8581672,Sightseeing & Exploration,3.9,0
Madhya Pradesh,Gwalior,Sarafa Bazar,22.7175144,75.852306,Shopping & Markets,4,0
Madhya Pradesh,Gwalior,Dindayal mall,26.2094362,78.16624,Shopping & Markets,4.1,0
Madhya Pradesh,Gwalior,Patankar bazaar,26.2024846,78.157517,Shopping & Markets,4,0
Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,23.182905,75.768291,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.8,0
Madhya Pradesh,Ujjain,Kal Bhairava Temple,18.437535,73.6399395,Religious & Spiritual Pilgrimages,4.7,0
Madhya Pradesh,Ujjain,Ram Ghat,23.1871,75.7644,Sightseeing & Exploration,4.6,0
Madhya Pradesh,Ujjain,ISKCON Temple Ujjain,23.1611713,75.7997229,Religious & Spiritual Pilgrimages,4.7,0
Madhya Pradesh,Ujjain,Kaliadeh Palace,23.2490716,75.7779662,Cultural & Heritage Sites,4,15
Madhya Pradesh,Ujjain,Rumi ka Mazaar,23.1793,75.784912,Cultural & Heritage Sites,5,0
Madhya Pradesh,Ujjain,Mahakal Lok,23.177785,75.7693919,Sightseeing & Exploration,4.8,0
Madhya Pradesh,Ujjain,Harsiddhi Mata Temple,21.8397452,69.3690301,Religious & Spiritual Pilgrimages,4.7,0
Madhya Pradesh,Jabalpur,Dhuandhar Falls,23.1262738,79.8075411,Natural Landscapes & Wildlife,4.5,0
Madhya Pradesh,Jabalpur,Marble rocks at Bedhaghat,23.1299297,79.795454,Natural Landscapes & Wildlife,4.5,30
Madhya Pradesh,Jabalpur,Narmada aarti,22.3335261,77.12592748,Religious & Spiritual Pilgrimages,4.5,0
Madhya Pradesh,Jabalpur,Balancing Rock formations,23.855,79.544,Natural Landscapes & Wildlife,4.3,100
Madhya Pradesh,Jabalpur,Rani Durgavati fort,23.1483266,79.9016574,Natural Landscapes & Wildlife,4.2,0
Madhya Pradesh,Jabalpur,Chausath Yogini temple,26.4368173,78.2352216,Religious & Spiritual Pilgrimages,4.6,0
Madhya Pradesh,Jabalpur,Dumna Nature Reserve Park,23.16949,80.012698,Natural Landscapes & Wildlife,4.1,20
Madhya Pradesh,Jabalpur,Madan Mahal Fort,23.1484693,79.9016654,Cultural & Heritage Sites,4.2,0
Madhya Pradesh,Jabalpur,South Avenue malls,23.124094,79.927194,Shopping & Markets,4.1,0
Madhya Pradesh,Jabalpur,Sadar bazaar,28.6585105,77.2127305,Shopping & Markets,4,0
Madhya Pradesh,Jabalpur,Kanha National Park,22.2994956,80.5864278,Natural Landscapes & Wildlife,4.5,100
Himachal Pradesh,Shimla,Mall road,31.1035,77.1702,Shopping & Markets,4.7,0
Himachal Pradesh,Shimla,Annandale  view,31.1116129,77.1593012,Sightseeing & Exploration,3.8,0
Himachal Pradesh,Shimla,Chadwick falls,31.1196351,77.1389365,Natural Landscapes & Wildlife,3.6,0
Himachal Pradesh,Shimla,Himalayan bird park,31.102875,77.147654,Natural Landscapes & Wildlife,3.9,20
Himachal Pradesh,Shimla,Naldhera and Shaily peak,31.1811641,77.1858995,Natural Landscapes & Wildlife,4.5,0
Himachal Pradesh,Shimla,Kufri Fun World,31.0941261,77.278049,Adventure & Outdoor Activities,3.8,20
Himachal Pradesh,Shimla,Scandal point,31.1052,77.1724,Sightseeing & Exploration,4.5,0
Himachal Pradesh,Shimla,Kalka-Shimla Toy train,30.518,76.5615,Sightseeing & Exploration,4.5,320
Himachal Pradesh,Shimla,Lakkar bazaar,31.1058233,77.1787114,Shopping & Markets,4,0
Himachal Pradesh,Shimla,Rafting at Tattapani,31.2487896,77.0895421,Adventure & Outdoor Activities,4.1,1050
Himachal Pradesh,Shimla,Kuthar Fort,30.9730901,76.9671865,Cultural & Heritage Sites,4.3,10
Himachal Pradesh,Shimla,Tara Devi Temple,31.046256,77.1342842,Religious & Spiritual Pilgrimages,4.8,0
Himachal Pradesh,Shimla,Christ Church,31.0614,77.1034,Cultural & Heritage Sites,4.6,0
Himachal Pradesh,Shimla,Jakhoo hill ,31.1013414,77.1835041,Natural Landscapes & Wildlife,4.6,0
Himachal Pradesh,Manali,Solang Valley,32.316,77.157,Natural Landscapes & Wildlife,4.1,0
Himachal Pradesh,Manali,Hidimba Devi Temple,32.2483526,77.1815727,Religious & Spiritual Pilgrimages,4.6,0
Himachal Pradesh,Manali,Beas kund,32.3664466,77.0854956,Natural Landscapes & Wildlife,4.6,0
Himachal Pradesh,Manali,Vashisht baths,32.2810061,77.2290193,Adventure & Outdoor Activities,4,0
Himachal Pradesh,Manali,Rohtang Pass,32.3716426,77.2466221,Adventure & Outdoor Activities,4.5,0
Himachal Pradesh,Manali,Gulaba viewpoint,32.3179031,77.1893396,Sightseeing & Exploration,4.5,0
Himachal Pradesh,Dalhousie,Panch Pulla Waterfall,32.5288,75.9908,Natural Landscapes & Wildlife,3.9,0
Himachal Pradesh,Dalhousie,Boat riding in Chamera lake,32.6199739,76.00774,Adventure & Outdoor Activities,4.4,400
Himachal Pradesh,Dalhousie,Kalatop Wildlife sanctuary,32.5529086,76.0174406,Natural Landscapes & Wildlife,4.6,115
Himachal Pradesh,Dalhousie,Shop at Tibetan Handicrafts market,32.5364,75.9767,Shopping & Markets,3.8,0
Himachal Pradesh,Dalhousie,Subhash Baoli spring,32.5402571,75.9844002,Religious & Spiritual Pilgrimages,3.3,0
Himachal Pradesh,Dalhousie,Trek to Dainkund Peak,32.5196627,76.0353738,Adventure & Outdoor Activities,4.8,1200
Himachal Pradesh,Dalhousie,Trek to Ganji Pahari,32.5164533,75.9935243,Adventure & Outdoor Activities,4,5000
Himachal Pradesh,Dalhousie,Dalai Lama Temple,32.2315734,76.3237994,Religious & Spiritual Pilgrimages,4.7,0
Himachal Pradesh,Dalhousie,Khajjiar Lake,32.546218,76.0580811,Natural Landscapes & Wildlife,4.5,0
Himachal Pradesh,Kullu,Hot springs at Manikaran,32.0267951,77.3511063,Adventure & Outdoor Activities,4.7,30
Himachal Pradesh,Kullu,Vaishno Devi Temple,31.9834,77.1262,Religious & Spiritual Pilgrimages,4.6,0
Himachal Pradesh,Kullu,Hamta Pass,32.2703698,77.3465824,Adventure & Outdoor Activities,4.5,0
Himachal Pradesh,Kullu,Tirthan valley,31.6263301,77.4221267,Natural Landscapes & Wildlife,4.7,0
Himachal Pradesh,Kullu,Chandrakhani Pass,32.0695132,77.2407744,Adventure & Outdoor Activities,4.3,0
Himachal Pradesh,Kullu,Lama Dugh Hike,32.2489026,77.1750129,Adventure & Outdoor Activities,4.7,1200
Himachal Pradesh,Kullu,Cycling from Manu Temple,32.257042,77.1760523,Adventure & Outdoor Activities,4.6,0
Himachal Pradesh,Kullu,Rafting in river Beas,31.75917566,76.09238692,Adventure & Outdoor Activities,4.5,450
Himachal Pradesh,Kullu,Paragliding in Kullu hills,31.959205,77.1089377,Adventure & Outdoor Activities,4.7,2500
Himachal Pradesh,Kullu,Great Himalayan National Park,31.7985414,77.5160134,Natural Landscapes & Wildlife,4.5,50
Uttarakhand,Nainital,Naini Lake,29.3868622,79.459841,Natural Landscapes & Wildlife,4.2,0
Uttarakhand,Nainital,Sunrise at Tiffin top,29.3836288,79.4505608,Natural Landscapes & Wildlife,4.5,0
Uttarakhand,Nainital,Shop at Tibetan  market,29.3893,79.4539,Shopping & Markets,4.2,0
Uttarakhand,Nainital,Corbett National Park,29.5521551,78.8832107,Natural Landscapes & Wildlife,4.4,560
Uttarakhand,Nainital,Cave garden,29.39215,79.44534,Natural Landscapes & Wildlife,4.3,60
Uttarakhand,Nainital,Nainital zoo,29.3807621,79.4686432,Natural Landscapes & Wildlife,4.3,50
Uttarakhand,Nainital,Shop at Mall road,29.387912,79.42225,Shopping & Markets,4.5,0
Uttarakhand,Nainital,Naina Devi temple,31.3064166,76.5358173,Religious & Spiritual Pilgrimages,4.6,0
Uttarakhand,Nainital,Pangot and Kilbury bird sanctuary,29.4183001,79.4465006,Natural Landscapes & Wildlife,4.2,0
Uttarakhand,Nainital,Raj Bhawan Royal Palace,29.3742,79.4571,Cultural & Heritage Sites,4.6,450
Uttarakhand,Nainital,Cheena peak,29.4082133,79.4376161,Adventure & Outdoor Activities,4.7,0
Uttarakhand,Nainital,Nainital ropeway,29.3925989,79.4551239,Adventure & Outdoor Activities,4.7,54
Uttarakhand,Rishikesh,Laxman Jhula,30.1259072,78.3308815,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.4,0
Uttarakhand,Rishikesh,Triveni Ghat,30.1038807,78.2990999,Religious & Spiritual Pilgrimages,4.3,0
Uttarakhand,Rishikesh,Vashishta Gufa,30.1142698,78.4320327,Religious & Spiritual Pilgrimages,4.2,0
Uttarakhand,Rishikesh,Kunjapuri Devi Temple and camps,30.1142698,78.4320327,Religious & Spiritual Pilgrimages,4.9,0
Uttarakhand,Rishikesh,Neer Garh waterfall,30.1409843,78.3453658,Natural Landscapes & Wildlife,4.4,0
Uttarakhand,Rishikesh,Beatles Ashram,30.1127675,78.3121592,"Arts, Science & Literature Attractions",4.4,0
Uttarakhand,Rishikesh,Giant swing or zip lining,30.1127675,78.3121592,Adventure & Outdoor Activities,4.8,1800
Uttarakhand,Rishikesh,Camp on banks of Ganges,27.40364009,83.00912405,Adventure & Outdoor Activities,4.7,0
Uttarakhand,Rishikesh,Ram Jhula,30.1237975,78.3141327,Religious & Spiritual Pilgrimages,4.6,0
Uttarakhand,Rishikesh,Neelkantha Mahadeva Temple,30.081059,78.340565,Religious & Spiritual Pilgrimages,4.5,0
Uttarakhand,Rishikesh,Bharat Mandir,20.593684,78.96288,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",3.8,0
Uttarakhand,Rishikesh,Kunjapuri Devi,30.10271,78.185053,Religious & Spiritual Pilgrimages,5,0
Uttarakhand,Rishikesh,Bhootnath Temple,30.1166,78.3181,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.5,0
Uttarakhand,Rishikesh,Devprayag Sightseeing ,30.1459471,78.5992925,Sightseeing & Exploration,4.1,0
Uttarakhand,Haridwar, dip in Bramhakund,29.957,78.1711,Religious & Spiritual Pilgrimages,4.8,0
Uttarakhand,Haridwar,Ganga arti at Har-ki-Pauri ghat,29.9573607,78.1749687,"Religious & Spiritual Pilgrimages, Sightseeing & Exploration",4.6,0
Uttarakhand,Haridwar,Neel Dhara Pakshi Vihar,29.96,78.16,Natural Landscapes & Wildlife,4,0
Uttarakhand,Haridwar,Rajaji National Park ,30.01542,78.1523984,Natural Landscapes & Wildlife,4.3,150
Uttarakhand,Haridwar,Moti Bazar,33.6136521,73.0590799,Shopping & Markets,4.3,0
Uttarakhand,Haridwar,Jwalapur Bazar ,29.9267729,78.1071057,Shopping & Markets,4.1,0
Uttarakhand,Haridwar,Bara Bazar ,22.5817406,88.3543972,Shopping & Markets,4.5,0
Uttarakhand,Haridwar, Kankhal Bazar,29.9270808,78.1437257,Shopping & Markets,3.8,0
Uttarakhand,Haridwar,Har Ki Pauri,29.9573607,78.1749687,"Religious & Spiritual Pilgrimages, Sightseeing & Exploration",4.5,0
Uttarakhand,Haridwar,Tungnath Chandrashila trekk,30.4862688,79.2212453,Adventure & Outdoor Activities,4.2,250
Uttarakhand,Haridwar,Chandi Devi Temple,29.9337646,78.1805466,Religious & Spiritual Pilgrimages,4.4,0
Uttarakhand,Dehradun,Malsi Deer park,30.3883325,78.0756051,Natural Landscapes & Wildlife,4.3,20
Uttarakhand,Dehradun,Shiv Mandir,30.408,78.0867,Religious & Spiritual Pilgrimages,4.5,0
Uttarakhand,Dehradun,Mindrolling monastery,30.2615418,77.99771,Cultural & Heritage,4.3,0
Uttarakhand,Dehradun,Nag Tibba trek,30.5861111,78.1513889,Adventure & Outdoor,4.8,1299
Uttarakhand,Dehradun,Mall road,30.20117924,78.236708,Shopping & Markets,4.7,0
Uttarakhand,Dehradun,Lakshman jhila bridge,30.1263798,78.3300576,Sightseeing & Exploration,4,0
Uttarakhand,Dehradun,Rajaji National Park ,30.01542,78.1523984,Natural Landscapes & Wildlife,4.6,0
Uttarakhand,Dehradun,Santala Devi temple,30.3717801,78.0163764,Religious & Spiritual Pilgrimages,3.8,0
Uttarakhand,Dehradun,Indira market,30.325,78.0436,Shopping & Markets,4.7,0
Uttarakhand,Dehradun,Pacific mall,43.8263024,79.3062592,Shopping & Markets,4.9,0
Uttarakhand,Dehradun,Paltan Bazaar ,26.1792286,91.7532732,Shopping & Markets,3.7,0
Uttarakhand,Dehradun,Lachhiwala nature park,30.1991577,78.1261028,Natural Landscapes & Wildlife,4.2,20
Uttarakhand,Dehradun,Fun n Food Kingdom ,30.348544,77.959572,Adventure & Outdoor Activities,4.3,1000
Uttarakhand,Dehradun,Robber's Cave,30.3754,78.0598,Adventure & Outdoor Activities,4.5,25
Uttarakhand,Mussoorie,Kempty Falls,30.4878,78.0367,Natural Landscapes & Wildlife,4.2,15
Uttarakhand,Mussoorie,Camel's back road,30.4603685,78.0728065,Sightseeing & Exploration,4.6,0
Uttarakhand,Mussoorie,Jabarkhet nature reserve,30.4542004,78.1160948,Natural Landscapes & Wildlife,4.3,0
Uttarakhand,Mussoorie,Bhadraj Temple trek,30.4792968,77.9536697,Religious & Spiritual Pilgrimages,4.7,0
Uttarakhand,Mussoorie,Har ki dun trek,31.1505598,78.4290807,Adventure & Outdoor Activities,4.1,500
Uttarakhand,Mussoorie,Dodital trek,30.8429257,78.4685557,Adventure & Outdoor Activities,4.2,12500
Uttarakhand,Mussoorie,Walking towards the Happy Valley from Library Head,30.4597892,78.0643723,Sightseeing & Exploration,5,0
Uttarakhand,Mussoorie,"Skywalk ,zipswings in Mussoorie",30.4597892,78.0643723,Adventure & Outdoor Activities,4.9,0
Uttarakhand,Mussoorie,Disco Skating Rink,30.4565771,78.0803029,Adventure & Outdoor Activities,3.6,50
Uttarakhand,Mussoorie,Library Bazaar,30.4602549,78.063945,Shopping & Markets,3.9,0
Uttarakhand,Mussoorie,Kulri Bazaar,30.4554364,78.0788535,Shopping & Markets,3.8,0
Uttarakhand,Mussoorie,Mall road,30.459821,78.0645353,Shopping & Markets,4.7,0
Uttarakhand,Mussoorie,Mussoorie lake,30.4597892,78.0643723,Natural Landscapes & Wildlife,4.8,0
Uttarakhand,Mussoorie,Classic Emporium,30.4556286,78.0783262,"Shopping & Markets, Arts, Science & Literature Attractions",4.6,100
Uttarakhand,Auli,Auli Gorson Trek,30.066753,79.0192997,Adventure & Outdoor Activities,4.4,0
Uttarakhand,Auli,Nanda Devi Biosphere Reserve,30.6587637,79.8386542,Natural Landscapes & Wildlife,4.4,50
Uttarakhand,Auli,Chattrakund Lake ,30.066753,79.0192997,Natural Landscapes & Wildlife,4.3,0
Uttarakhand,Auli,Trishul Peak,30.3116666,79.7766666,Natural Landscapes & Wildlife,4.4,0
Uttarakhand,Auli,Joshimath Market,30.5561089,79.5616759,Shopping & Markets,3.8,0
Uttarakhand,Auli,Auli Ski Resort,30.5308872,79.5615124,Adventure & Outdoor Activities,4.5,0
Uttarakhand,Ranikhet,Bhalu dam,29.6204144,79.4775733,Natural Landscapes & Wildlife,4.3,0
Uttarakhand,Ranikhet,Jhula Devi temple,29.6181375,79.4440156,Religious & Spiritual Pilgrimages,4.2,0
Uttarakhand,Ranikhet,Chaubatia Gardens,29.6197419,79.4610397,Sightseeing & Exploration,4,50
Uttarakhand,Ranikhet,Joshimath Market,30.5561089,79.5616759,Shopping & Markets,4.8,0
Uttarakhand,Ranikhet,Sadar bazaar,28.6585105,77.2127305,Shopping & Markets,4.4,0
Uttarakhand,Ranikhet,Binsar Mahadev Mandir,30.0166279,79.1620873,Religious & Spiritual Pilgrimages,4,0
Uttarakhand,Ranikhet,Rani Jheel,29.6397889,79.4301009,Natural Landscapes & Wildlife,3.8,0
Uttarakhand,Uttarkashi,Gangotri Temple,30.9944091,78.9411825,Religious & Spiritual Pilgrimages,4.8,0
Uttarakhand,Uttarkashi,Yamunotri,31.0139859,78.4599555,Religious & Spiritual Pilgrimages,4.2,0
Uttarakhand,Uttarkashi,Kedar Tal,30.9098968,78.9581673,Adventure & Outdoor Activities,4.6,0
Uttarakhand,Uttarkashi,Harsil,31.0383069,78.7377016,Natural Landscapes & Wildlife,4.2,0
Uttarakhand,Uttarkashi,Jalmanga Shivling,30.876944,79.065556,Religious & Spiritual Pilgrimages,4.7,0
Uttarakhand,Uttarkashi,Vishwanath temple,30.7288877,78.4413948,Religious & Spiritual Pilgrimages,4.7,0
Uttarakhand,Uttarkashi,Gaumukh glacier,30.8712743,79.1015736,Natural Landscapes & Wildlife,4.6,0
Uttarakhand,Uttarkashi,Nachiketa lake,30.6447151,78.4708143,Natural Landscapes & Wildlife,4.4,0
Uttarakhand,Uttarkashi,Nehru Institute of Mountaineering,30.7213645,78.4330598,Adventure & Outdoor Activities,4.7,70
Uttarakhand,Uttarkashi,Dayara Bugyal  trekking and camping,30.7311363,78.4438565,Adventure & Outdoor Activities,4.8,0
Uttarakhand,Uttarkashi,Shakti temple,30.7289819,78.4416864,Religious & Spiritual Pilgrimages,5,0
Uttarakhand,Uttarkashi,Dodital lake,30.8980456,78.5249391,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.6,0
Uttarakhand,Uttarkashi,Maneri dam,30.739167,78.528611,Sightseeing & Exploration,4.8,0
Uttar Pradesh,Agra,Taj Mahal,27.1751448,78.0421422,Cultural & Heritage Sites,4.4,50
